LARP,"Kobold, Assassin",5,"Small, red dog like creature.",Red makeup with black nose.,20,Must Wear Rep,0,Low,None.,0,None,None,Weapon (One Handed),2,0,Normal,None.,None.,Double damage from ice.,"One handed weapon master. 
 Backstab +4. 
 Waylay. 
 Evade x2.
 Dodge x1.
 Assassinate x1 (50 damage) 
 Improved Assassinate x1 ^&",Servant(Lesser),Lupoid
LARP,"Kobold, Thief",8,Small red dog like creature.,Red makeup with black nose.,20,Must Wear Rep,0,Low,None.,0,None,None,Weapon (One Handed),2,0,Normal,None.,None.,Double damage from ice.,"One handed weapon master.
 Waylay.
 Backstab +6.
 Evade x3.
 Dodge x1. Assassinate x1 (25 damage).
 Read and write.
 Herbal lore. Alchemy 3. ^&",Servant(Lesser),Lupoid
LARP,"Kobold, Ninja",12,Small red dog like creature.,Red makeup with black nose.,25,Must Wear Rep,0,Low,None.,0,None,None,Weapon (One Handed),2,0,Normal,None.,None.,Double damage from ice.,"One handed weapon master. 
 Style master. 
 Waylay. Backstab +8. 
 Assassinate x2 (50 Damage)
 Improved Assassinate x1. 
 Evade x4.
 Dodge x2.
 Read and write.
 Herbal Lore. Alchemy 3.^&",Minion(Greater),Lupoid
LARP,"Kobold, Renegade",12,Small red dog like creature.,Red makeup with black nose.,20,Must Wear Rep,0,Low,None.,0,None,None,Weapon (One Handed),4,0,Normal,None.,None.,Double damage from ice.,"One handed weapon master. 
 Style master. 
 Backstab +4.
 Evade x2.
 Dodge x1. Assassinate x1 (25 Damage).
 Proficiency +2.
 Slay x1 (25 Damaage). Parry x1. ^&",Minion(Greater),Lupoid
LARP,"Troll, Forest",8,Brown and green troll.,Brown and green makeup.,25,Must Wear Rep,0,Normal,4-4-4-3-2-1,3,"Entangle, Slow, Repel, Bind",None,Weapon (Any),5,6,Normal,None.,Resist Spell x1.,Double damage from flame.,"Weapon master. Style master. 
 Read and write. Read magic.",Lackey(Lesser),Trolloid
LARP,"Troll, Hill",3,Reddish brown troll.,Brown makeup.,20,Must Wear Rep,0,Low,None.,1,Entangle,None,Weapon (Any),3,4,Normal,None.,None.,Double damage from flame.,Weapon master. Style master.,Fodder(Lesser),Trolloid
LARP,"Troll, Stone",6,Grey skinned troll.,Grey makeup.,25,Must Wear Rep,3,Normal,None.,3,"Entangle, Slow, Repel, Bind",None,Weapon (Any),5,6,Normal,None.,None.,Double damage from flame.,Weapon master. Style master.,Lackey(Lesser),Trolloid
LARP,"Troll, Swamp",7,"Green skinned, slimey troll.",Green makupe with black slime accents. Tabard with hanging foliage if available.,25,Must Wear Rep,0,Normal,None.,3,"Entangle, Slow, Repel, Bind",None,Weapon (Any),5,6,Normal,Arcane Entangle x2.,"Resist Poison x1.
 Cloak Flame x1.",Double damage from flame.,Weapon master. Style master.,Lackey(Lesser),Trolloid
LARP,"Troll, Warlord",15,Large grey or brown skinned troll.,Grey or brown makeup.,50,Must Wear Rep,4,High,None.,3,"Entangle, Slow, Repel, Bind",None,Weapon (Any),9,10,Normal,None.,None.,Double damage from flame.,"Weapon master. Style master. 
 Weapon proficiency +4. 
 Slay x2. Improved Slay x2.
 Parry x2.
 Shatter x1. ^&",Minion(Greater),Trolloid
LARP,"Troll, Emperor",18,"Large, black skinned troll.",Black makeup.,80,Must Wear Rep,4,High,As skills.,8,"Entangle, Slow, Repel, Bind, Confine","Entangle, Slow, Repel, Bind",Weapons and Claws (Any),10,11,Normal,"Control troll by voice. 
 Arcane Entangle x4.","Immune to command, flame. 
 Resist Spell x3.
 Resist Poison x3.",Double damage from flame.,"May possess PC skills, do not add character body.
 Weapon master. Style master.",Master(Greater),Trolloid
LARP,Bullywug,1,"Small, humanoid frog.",Green or brown makeup. White around eyes.,10,None,0,Low,None,0,None,None,Weapon (One Handed),2,0,Normal,None.,None.,Double damage from ice.,One handed edged or one handed blunt.,Fodder(Lesser),Reptoid
LARP,Fire Newt,5,"Small, red, froglike humanoid.",Red makeup. White around eyes.,20,None,0,Low,None.,0,None,None,Weapon (Any),2,3,Flame,"10 Elemental Flame x2. 
 Magic Enflame x2.",Healed by flame.,Double damage from ice.,Weapon master. Style master.,Lackey(Lesser),Reptoid
LARP,"Lizard Man, Youngling",2,"Green, scaly lizard biped.",Green and yellow makeup with scales.,15,Must Wear Rep,0,Low,None.,0,None,None,Weapon (One Handed),2,3,Normal,None.,None.,Double damage from ice.,Weapon Master. Style Master.,Lackey(Lesser),Reptoid
LARP,"Lizard Man, Mature",2,"Green, scaly lizard biped.",Green and yellow makeup with scales.,20,Must Wear Rep,0,Low,None.,1,Entangle,None,Weapon (One Handed),3,4,Normal,None.,None.,Double damage from ice.,Weapon Master. Style Master.,Lackey(Lesser),Reptoid
LARP,"Lizard Man, Saurian",5,"Large, green, scaly biped.",Green and yellow makeup with scales.,40,Must Wear Rep,0,Normal,None.,2,"Entangle, Slow, Repel",None,Weapon (Any),4,5,Normal,Nausea Poison x2.,None.,Double damage from ice,Weapon master. Style master.,Servant(Lesser),Reptoid
LARP,"Lizard Man, Reptilon",14,"Mammoth, green, scaly biped.",Green and yellow makeup with scales.,55,20 Natural Armor,5,High,As skills.,4,"Entangle, Slow, Repel, Bind",None,Weapons and Claws (Any),6,7,Normal,Nausea Poison x3.,None.,Double damage from ice.,"May possess PC skills, do not add character body.",Overlord(Greater),Reptoid
LARP,"Naga, Young",2,"Large, red scaled cobra.",Red makeup with scales.,10,Must Wear Rep,0,Animal,None.,0,None,None,Weapons and Claws (Any),2,3,Normal,5 Elemental Acid x1.,"Alien metabolism.
 Resist Poison x1.",Double damage from ice.,None.,Fodder(Lesser),Reptoid
LARP,"Naga, Thrall",3,Humanoid cobra with red scales.,Red makeup with scales.,20,Must Wear Rep,0,Low,As skills.,1,Entangle,None,Weapons and Claws (Any),3,4,Normal,10 Elemental Acid x1.,"Alien Metabolism.
 Resist Poison x1.",Double damage from ice.,"May possess PC skills (fighter, rogue or scout), do not add character body.",Lackey(Lesser),Reptoid
LARP,"Naga, Warrior",5,humanoid Cobra with red scales,Red makeup with scales.,35,Must Wear Rep,0,Normal,As skills.,2,"Entangle, Slow, Repel",None,Weapons and Claws (Any),4,5,Normal,10 Elemental Acid x1.,"Alien metabolism.
 Resist Poison x1.",Double damage from ice.,"May possess PC skills, (fighter, rogue or scout), do not add character body.",Servant(Lesser),Reptoid
LARP,"Naga, Blackguard",8,Humanoid cobra with red scales.,Red makeup with scales.,55,Must Wear Rep,0,High,As skills.,3,"Entangle, Slow, Repel, Bind",None,Weapons and Claws (Any),5,6,Normal,10 Elemental Acid x3.,"Alien Metabolism. 
 Resist Poison x3.",Double damage from ice.,"May possess PC skills (fighter, rogue or scout), do not add character body.",Minion(Greater),Reptoid
LARP,"Naga, Beguiler",10,Humanoid cobra with red scales.,Red makeup with scales.,35,Must Wear Rep,0,High,As skills.,2,"Entangle, Slow, Repel",None,Weapons and Claws (Any),4,5,Normal,"10 Elemental Acid x2. 
 Dominate Poison x3.
 Sleep Poison x3.","Alien Metabolism. 
 Resist Poison x3.",Double damage from ice.,"May possess PC skills (adept, scholar or templar only), do not add character body.",Minion(Greater),Reptoid
LARP,"Naga, Clan Elder",15,Humanoid cobra with red scales and a red gem in forehead.,Red makeup with scales.,65,Must Wear Rep,0,High,As skills.,4,"Entangle, Slow, Repel, Bind",None,Weapons and Claws (Any),6,7,Normal,"20 Elemental Acid x3. 
 Death Poison x1.","Alien metabolism.
 Immune to command, poison.
 Acidic skin.",Double damage from ice.,"May possess PC skills (fighter, rogue or scout), do not add character body.",Overlord(Greater),Reptoid
LARP,"Naga, Queen",24,Humanoid cobra with red scales and a red gem in forehead.,Red makeup with scales.,80,30 Natural Armor,6,High,As skills.,8,"Entangle, Slow, Repel, Bind, Confine","Entangle, Slow, Repel, Bind",Weapons and Claws (Any),10,1,Normal,"Control naga by voice. 
 30 Elemental Acid x3. 
 20 Elemental Acid x6. 
 Death Poison x3.","Alien metabolism.
 Immune to command, poison.",Double damage from ice.,"May possess PC skills, do not add character body.",Master(Greater),Reptoid
LARP,Salamander,6,"Large, red, froglike humanoid.",Red makeup with white around eyes.,35,None,0,Low,None.,2,"Entangle, Slow, Repel",None,Weapon and Claws (One Handed),4,0,Flame,20 Elemental Flame x2.,Healed by flame.,Double damage from ice.,One handed weapon master. Style master.,Servant(Lesser),Reptoid
LARP,Chocolate Pudding,3,Brown slime.,Brown makeup with black slime accents.,15,None,0,Mindless,None.,1,Entangle,None,Claws (One Handed),3,0,Slow,"Intoxicate Poison x5. 
 Engulf x1.","Alien metabolism. 
 Immune to command, poison, waylay.","Double damage from flame. 
 Killed by gypsy curse.",None.,Lackey(Lesser),Plant
LARP,Cobalt Ooze,4,"Blue, oozing creature.",Blue makeup with white ooze accents.,25,None,0,Mindless,None.,1,Entangle,None,Claws (Any),3,4,Normal,"Paranoia Poison x3.
 Berserk Poison x1. 
 Engulf x1.","Alien metabolism. 
 Immune to command, poison, waylay.",Double damage from flame.,None.,Servant(Lesser),Plant
LARP,Grape Jelly,6,A purplish ooze.,Purple makeup with black ooze accents.,20,None,0,Mindless,None.,1,Entangle,None,Claws (Any),3,4,Enfeeble,"Arcane Entangle x6.
 Engulf x1.","Alien metabolism.
 Immune to command, poison, waylay.",Double damage from flame.,None.,Servant(Lesser),Plant
LARP,Green Slime,,Green oozing creature.,Green makeup with black and yellow slime accents.,20,None,0,Mindless,None.,1,Entangle,,Claws (Any),3,4,Body,"Magic Shatter x1.
 Engulf x1.","Alien metabolism.
 Immune to command, poison, waylay. 
 Acidic Skin.",Double damage from flame.,None.,Lackey(Lesser),Plant
LARP,"Spracta, Seedling",2,Humanoid plant.,Green makeup. Plant tabard if available.,10,None,0,Mindless,None.,0,None,None,Claws (One Handed),2,0,Normal,None.,"Alien metabolism.
 Healed by lightning. Lightning adds to body, up to 50 maximum.
 Immune to command, poison, waylay.","Double damage from flame, ice.",None.,Fodder(Lesser),Plant
LARP,"Spracta, Reaper",4,A large bipedal bush with sharp thorns.,Green makeup with black thorns. Plant tabard if available.,10,None,0,Mindless,None,0,None,None,Claws (One Handed),2,3,Enfeeble,Feeblemind Poison x1.,"Alien metabolism.
 Healed by lightning.
 Immune to command, poison, waylay.","Double damage from flame, ice.",None.,Lackey(Lesser),Plant
LARP,"Spracta, Consumer",6,"A black, bipedal plant.",Green makeup. Plant tabard if available.,25,None,0,Mindless,None.,0,None,None,Claws (Any),2,3,Normal,"Arcane Entangle x3.
 Death Poison x1.
 Engulf x2.","Alien metabolism.
 Healed by lightning.
 Immune to command, poison waylay.","Double damage from flame, ice.",None.,Minion(Greater),Plant
LARP,"Spracta, Man Trap",6,Large bipedal plant with enormous jaws.,Green makeup with large red mouth. Plant tabard if available.,25,None,0,Mindless,None.,1,Entangle,None,Claws (Any),3,4,Normal,"Paralysis Poison x2. 
 Engulf x2.","Alien metabolism.
 Healed by lightning.
 Immune to command, poison, waylay.","Double damage from flame, ice.",None.,Servant(Lesser),Plant
LARP,"Spracta, Dissolver",7,Large bipedal plant dripping acid.,Green makeup with yellow acid drip accents. Plant tabard if available.,20,None,0,Low,None.,1,Entangle,None,Claws (Any),3,4,Normal,"Control plant by voice.
 10 Elemental Acid x6.
 20 Elemental Acid x2.","Alien metabolism.
 Healed by lightning.
 Immune to command, poison, waylay.
 Acidic Skin.","Double damage from flame, ice.",None.,Servant(Lesser),Plant
LARP,"Spracta, Shambler",12,"Large, walking plant.",Green makeup. Plant tabard if available.,10,None,0,Mindless,None.,6,"Entangle, Slow, Repel, Bind",Entangle,Claws (Any),8,9,Normal,"Arcane Entangle x3.
 Engulf x3.","Alien metabolism.
 Healed by lightning.
 Immune to command, flame, ice, poison, waylay.",Double damage from stone.,None.,Minion(Greater),Plant
LARP,Attercob,6,Large spider with humanoid features.,"Attercob are black, with six additional arms (via tabard or shirt) with a black hour glass on their foreheads.",20,None,0,Normal,4-4-3-2-1 (Either ),2,"Entangle, Slow, Repel",None,Weapons and Claws (Any),4,5,Normal,Arcane Entangle x3.,"Alien metabolism. 
 Immune to command, Entangle, Slow, Repel, Bind",Double damage from flame.,"Weapon master. Style master. 
 Read and write. 
 Read magic. 
 First aid. Healing arts.",Servant(Lesser),Insect
LARP,"Attercob, Queen",35,Large spider with humanoid features.,"Attercob are black, with six additional arms (via tabard or shirt) with a black hour glass on their foreheads. Queens typically have a large white sack on their backs (egg sack).",100,None,5,Genius,As skills.,5,Immune,Immune,Weapons and Claws (Any),7,8,Drain,"Control spider or attercob by voice.
 Arcane Entangle x10.","Alien metabolism.
 Immune to command, poison.
Auto Reflect binding 
 Resist Spell x3.",Double damage from flame.,"May possess PC skills, add character body.",Master(Greater),Insect
LARP,"Fire Ant, Worker",3,"Large, red ant.",Red makeup. Antennae if available.,10,None,0,Low,None.,0,None,None,Claws (Any),2,3,Flame,None.,"Alien metabolism.
 Group mind.
 Healed by flame.
 Immune to command (except charm and sleep), greater command, waylay.","Double damage from ice.
 Killed by dominate or sleep.",None.,Fodder(Lesser),Insect
LARP,"Fire Ant, Drone Warrior",5,"Giant, red ant.",Red makeup. Antennae if available.,20,None,0,Low,None.,1,Entangle,None,Claws (Any),3,4,Flame,5 Elemental Flame x5.,"Alien metabolism.
 Group mind.
 Healed by flame.
 Immune to command (except charm and sleep), greater command, waylay.","Double damage from ice.
 Killed by dominate or sleep.",None.,Servant(Lesser),Insect
LARP,"Fire Ant, The Offspring",7,"Giant, red ant.",Red makeup. Antennae if available.,25,None,0,Low,None.,3,"Entangle, Slow, Repel, Bind",None,Claws (Any),5,6,Flame,10 Elemental Flame x3.,"Alien metabolism.
 Group mind.
 Healed by flame.
 Immune to command (except charm and sleep), greater command, waylay.","Double damage from ice.
 Killed by dominate or sleep.",None.,Overlord(Greater),Insect
LARP,"Fire Ant, Soldier",9,"Giant, red ant.",Red makeup. Antennae if available.,15,None,0,Low,None.,2,"Entangle, Slow, Repel",None,Weapon (One Handed),4,5,Flame,20 Elemental Flame x3.,"Alien metabolism.
 Group mind.
 Healed by flame.
 Immune to command (except charm and sleep), greater command, waylay.","Double damage from ice.
 Killed by dominate or sleep.",None.,Minion(Greater),Insect
LARP,"Fire Ant, Queen",14,Huge ant queen.,Red makeup. Antennae if available. Large red egg sack if available.,50,None,0,High,None.,6,"Entangle, Slow, Repel, Bind",Entangle,Claws (Any),8,9,Flame,"Control fire ant by voice.
 20 Elemental Flame x5. 
 5 Elemental Flame unlimited. Cannot move feet as per Magic Storm rules while using this attack.","Alien metabolism.
 Group mind.
 Healed by flame.
 Immune to command, greater command, poison, waylay.",Double damage from ice.,None.,Master(Greater),Insect
LARP,Spider,3,Giant spider.,"Black, brown grey or other color makeup with 6 additional eyes.",15,None,0,Animal,None.,0,Immune,Immune,Claws (One Handed),2,0,Normal,Arcane Entangle x3.,"Alien metabolism. 
 Immune to command, waylay.",Double damage from flame.,None.,Fodder(Lesser),Insect
LARP,"Spider, Shadow",8,"Large, black, shadowy spider.",Black makeup with 6 additional eyes.,25,None,0,Animal,None.,3,Immune,Immune,Claws (One Handed),5,0,Normal,Arcane Entangle x3.,"Alien metabolism. 
 Immune to command. 
 Phase x2.",Double damage from flame.,None.,Servant(Lesser),Insect
LARP,Ogre,4,Yellow skinned ogroid,Yellow makeup with tusks.,25,Must Wear Rep,0,Low,None.,2,"Entangle, Slow, Repel",None,Weapon (Any),4,5,Normal,None.,"
 Resist Necromancy x1.",None.,Weapon master. Style Master.,Lackey(Lesser),Ogroid
LARP,"Ogre, War",7,Yellow skinned ogroid,Yellow makeup with tusks.,40,Must Wear Rep,0,Low,None.,2,"Entangle, Slow, Repel",None,Weapon (Any),6,7,Normal,None.,"
 Resist Necromancy x2.",None.,"Weapon master. Style master. 
 Weapon proficiency +2. 
 Slay x1.
 Parry x1. ^&",Servant(Lesser),Ogroid
LARP,"Ogre, Champion",16,Yellow skinned ogroid,Yellow makeup with tusks.,60,Must Wear Rep,0,Normal,None.,4,"Entangle, Slow, Repel, Bind",None,Weapon (Any),10,11,Normal,None.,"
 Resist Necromancy x3.
 Resist Spell x2.",None.,"Weapon master. Style master. 
 Weapon proficiency +4. 
 Slay x2. Improved Slay x2.
 Parry x2.
 Eviscerate 1. Riposte 1.
 Stun limb x1. Shatter x1. ^&",Minion(Greater),Ogroid
LARP,"Ogre, Chieftain",30,Yellow skinned ogroid,Yellow makeup with tusks.,100,Must Wear Rep,5,Normal,None.,8,"Entangle, Slow, Repel, Bind, Confine","Entangle, Slow, Repel, Bind",Weapon (Any),18,19,Normal,Control ogre by voice (Does not affect high ogres).,"
 Resist Necromancy x5.
 Resist Poison x2.
 Resist Spell x3.",None.,"Weapon master. Style master. 
 Weapon proficiency +8.
 Slay x4. Improved Slay x4.
 Parry x4.
 Eviscerate 2. Riposte 2.
 Stun limb x2. Shatter x2. ^&",Master(Greater),Ogroid
LARP,"Ogre, Coward",12,Yellow skinned ogroid,Yellow makeup with tusks.,25,Must Wear Rep,0,Normal,None.,2,"Entangle, Slow, Repel",None,Weapon (Any),4,5,Normal,None.,"
 Resist Necromancy x1.",None.,"Weapon master. Style master. 
 Read and write.
 Herbal lore. Alchemy 3.
 Backstab +8.
 Dodge x2. Assassinate x2 (50 damage).
 Improved Assassinate x1
 Evade x4. Disarm x4. ^&",Master(Greater),Ogroid
LARP,"Ogre, Shaman",12,Yellow skinned ogroid,Yellow makeup with tusks.,35,Must Wear Rep,0,Low,4-4-4-4-3-2-1 (earth only),2,"Entangle, Slow, Repel",None,Weapon (Any),4,5,Normal,None.,"
 Resist Necromancy x3.",None.,"Weapon master. Style master.
 Read and write.
 First aid. Healing arts.",Minion(Greater),Ogroid
LARP,"Ogre, Tribal Shaman",22,Yellow skinned ogroid,Yellow makeup with tusks.,60,Must Wear Rep,0,Low,4-4-4-4-4-4-3-2-1 (earth only),2,"Entangle, Slow, Repel",None,Weapon (Any),8,9,Normal,Control ogre by voice (Does not affect high ogres).,"
 Resist Necromancy x4.
 Resist Spell x2.",None.,"Weapon master. Style master.
 Read and write.
 First aid. Healing arts.
 Proficiency +4.
 Slay x2. Improved Slay x2
 Parry x2. ^&",Master(Greater),Ogroid
LARP,"Ogre, Northern (Yeti)",10,White furred and white skinned Ogroid,White makeup with tusks. White or grey fur if available.,25,Must Wear Rep,0,Low,None.,4,"Entangle, Slow, Repel, Bind",None,Claws (Any),6,7,Normal,"10 Elemental Ice x3. 
 Magic Paralysis x1. 
 Arcane Fear x1.",Immune to ice.,Double damage from flame.,None.,Minion(Greater),Ogroid
LARP,"Ogre, Tengu",15,Yellow skinned ogroid with red eyes.,Yellow makeup with tusks. Red makeup around eyes.,50,Must Wear Rep,0,High,As skills.,3,"Entangle, Slow, Repel, Bind",None,Weapon (Any),5,6,Normal,"Control Ogroid and Goblinoid by voice (Does not affect high ogres or high orcs).
 Vampire charm.
 Channel spell Paralysis x1.
 Arcane Paralysis x2. 
 Arcane Fear x2.","Healed by necromancy.
 Immune to command, poison.
 Resist Spell x2. 
 Dodge x1.
 Gaseous form x1.",Double damage from healing (not affected by undead spells).,"May possess PC skills, do not add character body.",Overlord(Greater),Ogroid
LARP,"Orc, Grunt",3,Green skinned ogroid,Green makeup with tusks.,20,Must Wear Rep,0,Low,None.,1,Entangle,None,Weapon (Any),3,4,Normal,None.,None.,None.,Weapon master. Style master.,Fodder(Lesser),Ogroid
LARP,"Orc, Elite",8,Green skinned ogroid,Green makeup with tusks.,20,Must Wear Rep,0,Low,None.,1,Entangle,None,Weapon (Any),5,6,Normal,None.,None.,None.,Weapon master. Style master. Weapon proficiency +2. ^&,Servant(Lesser),Ogroid
LARP,"Orc, War",8,Green skinned ogroid,Green makeup with tusks.,25,Must Wear Rep,0,Low,None.,1,Entangle,None,Weapon (Any),6,7,Normal,None.,None.,None.,"Weapon master. Style master. 
 Weapon proficiency +3. 
 Slay x1.
 Parry x1. ^&",Servant(Lesser),Ogroid
LARP,"Orc, War Chief",10,"Large, green skinned Ogroid",Green makeup with tusks.,45,Must Wear Rep,0,Normal,None.,3,"Entangle, Slow, Repel, Bind",None,Weapon (Any),5,6,Normal,Control orc by voice (does not affect high orcs).,"Immune to command.
Reduced Damage: Maximum Damage 1 from normal, silver weapon attacks.
 Resist Spell x2.",None.,"May posses PC skills (cannot be scholar, may be templar), add character body.",Fodder(Lesser),Ogroid
LARP,"Orc, Spell Fist",12,Green skinned ogroid,Green makeup with tusks.,20,Must Wear Rep,0,Normal,4-4-4-4-4-3-2-1 (earth),1,Entangle,None,Weapon (Any),3,4,Normal,None.,None.,None.,"Weapon master. Style Master.
 Read and write.
 First Aid. Healing Arts.",Minion(Greater),Ogroid
LARP,"Orc, War Bringer",18,"Large, green skinned ogroid",Green makeup with tusks.,40,Must Wear Rep,0,Normal,None.,2,"Entangle, Slow, Repel",None,Weapon (Any),10,11,Normal,Magic Berserk x1.,"Immune to command, silence. 
 Cloak Binding x2.",None.,"Weapon master. Style master. 
 Weapon proficiency +6. 
 Slay x2. Improved Slay x2.
 Parry x2.
 Shatter x1. ^&",Servant(Lesser),Ogroid
LARP,Bone Golem,20,"Large, skeletal creature.",Skeleton mask or makeup. Skeletal tabard.,65,Must Wear Rep,0,Mindless,As skills.,10,"Entangle, Slow, Repel, Bind, Confine","Entangle, Slow, Repel, Bind",Claws (Any),12,13,Normal,None.,"No metabolism. 
 Immune to alteration, command, healing, necromancy, poison, paralysis, waylay and death. 
 Only affected by Spell, and Body weapon attacks.","Can only be healed by ritual. 
 Immune to healing, life. 
 Destroyed at 0 body.","May possess PC skills, if a spirit is stored in golem, do not add character body.",Minion(Greater),Construct
LARP,Diamond Golem,24,"Large, glass statue.",White makeup with lines for facets.,65,Must Wear Rep,0,Mindless,As skills.,6,"Entangle, Slow, Repel, Bind",Entangle,Claws (Any),8,9,Normal,None.,"No metabolism. Immune to alteration, command, healing, necromancy, poison, paralysis, waylay.
 Innate Reflect Spell(except versus Shatter and Destroy).","Can only be healed by ritual.
 Immune to healing, life. 
 Destroyed at 0 body.
 Takes 15 damage from Shatter. 
 Takes 30 damage from destroy.","May possess PC skills, if a spirit is stored in golem, do not add character body.",Overlord(Greater),Construct
LARP,"Gargoyle, Guardian of Troves",6,Stone construct with bat wings.,Grey makeup and wings.,20,None,0,Mindless,None.,2,"Entangle, Slow, Repel",None,Claws (Any),4,5,Normal,Channel spell Shun x1.,"No metabolism. 
 Immune to alteration, command, healing, necromancy, poison, paralysis, waylay.
 Half damage from weapon attacks.","Double damage from lightning. 
 Can only be healed by ritual.
 Immune to healing, life. 
 Destroyed at 0 body.
 15 damage from Shatter. 
 30 damage from Destroy.",This construct may not be the target of the spirit store ritual.,Fodder(Lesser),Construct
LARP,"Gargoyle, Guardian of Portals",8,Stone construct with bat wings.,Grey makeup and wings.,35,None,0,Mindless,None.,3,"Entangle, Slow, Repel, Bind",None,Claws (Any),5,6,Normal,Channel spell Shun x2.,"No metabolism. 
 Immune to alteration, command, healing, necromancy, poison, paralysis, waylay.
 Half damage from weapon attacks.","Double damage from lightning. 
 Can only be healed by ritual.
 Immune to healing, life. 
 Destroyed at 0 body.
 15 damage from Shatter. 
 30 damage from Destroy.",This construct may not be the target of the spirit store ritual.,Lackey(Lesser),Construct
LARP,"Gargoyle, Guardian of Gates",12,Stone construct with bat wings.,Grey makeup and wings.,50,None,0,Mindless,None.,4,"Entangle, Slow, Repel, Bind",None,Claws (Any),6,7,Normal,Channel spell Shun x3.,"No metabolism. 
 Immune to alteration, command, healing, necromancy, poison, paralysis, waylay.
 Half damage from weapon attacks. 
 Resist Spell x1.","Double damage from lightning. 
 Can only be healed by ritual.
 Immune to healing, life. 
 Destroyed at 0 body.
 15 damage from Shatter. 
 30 damage from Destroy.",This construct may not be the target of the spirit store ritual.,Servant(Lesser),Construct
LARP,"Gargoyle, Guardian of Towers",14,Large stone construct with bat wings.,Grey makeup and wings.,55,None,4,Mindless,None.,5,"Entangle, Slow, Repel, Bind",None,Claws (Any),7,8,Shun,Channel spell Shun x3.,"No metabolism. 
 Immune to alteration, command, healing, necromancy, poison, paralysis, waylay.
 Half damage from weapon attacks. 
 Resist Magic x2.
 Dodge x1.","Double damage from lightning. 
 Can only be healed by ritual.
 Immune to healing, life. 
 Destroyed at 0 body.
 15 damage from Shatter. 
 30 damage from Destroy.",This construct may not be the target of the spirit store ritual.,Minion(Greater),Construct
LARP,"Gargoyle, Guardian of Keeps",16,Large stone construct with bat wings.,Grey makeup and wings.,60,None,4,Mindless,None.,6,"Entangle, Slow, Repel, Bind",Entangle,Claws (Any),8,9,Silence,Channel spell Shun x2.,"No metabolism. 
 Immune to alteration, command, healing, necromancy, poison, paralysis, waylay.
 Half damage from weapon attacks. 
 Resist Spell x2.","Double damage from lightning. 
 Can only be healed by ritual.
 Immune to healing, life. 
 Destroyed at 0 body.
 15 damage from Shatter. 
 30 damage from Destroy.",This construct may not be the target of the spirit store ritual.,Overlord(Greater),Construct
LARP,"Gargoyle, Guardian of Forever",25,Massive stone construct with bat wings.,Grey makeup and wings.,80,None,4,Mindless,None.,6,"Entangle, Slow, Repel, Bind",Entangle,Claws (Any),8,9,Body,Channel spell Shun x3.,"No metabolism. 
 Immune to alteration, command, healing, necromancy, poison, paralysis, waylay.
 Half damage from weapon attacks. 
 Resist Spell x2. 
 Dodge x2.","Double damage from lightning. 
 Can only be healed by ritual.
 Immune to healing, life. 
 Destroyed at 0 body.
 15 damage from Shatter. 
 30 damage from Destroy.",This construct may not be the target of the spirit store ritual.,Master(Greater),Construct
LARP,Homonculus,6,Patchwork humanoid.,Various colored makeup with black stitches.,20,None,0,Mindless,None.,1,Entangle,None,Claws (One Handed),3,0,Sleep,Arcane Sleep x3.,"No metabolism. 
 Immune to alteration, command, healing, necromancy, poison, paralysis, waylay.","Can only be healed by ritual. 
 Immune to healing, life.
 Destroyed at 0 body.",This construct may not be the target of the spirit store ritual.,Lackey(Lesser),Construct
LARP,Iron Man,8,Statue made of iron.,Silver or gray makeup.,40,Must Wear Rep,0,Mindless,As skills.,2,"Entangle, Slow, Repel, Bind",None,Claws (One Handed),4,0,Normal,None.,"No metabolism. 
 Healed by lightning.
 Immune to alteration, command, healing, necromancy, poison, paralysis, waylay.","Double damage from ice.
 Can only be healed by ritual or lightning.
 Immune to healing. life. 
 Destroyed at 0 body.","May possess PC skills, if a spirit is stored in golem, do not add character body.",Servant(Lesser),Construct
LARP,Iron Golem,12,Large statue made of iron.,Silver or gray makeup.,60,Must Wear Rep,4,Mindless,As skills.,4,"Entangle, Slow, Repel, Bind",None,Claws (Any),6,7,Normal,None.,"No metabolism.
 Healed by lightning.
 Immune to command,  healing, necromancy, poison, paralysis, waylay.","Double damage from ice.
 Can only be healed by ritual, lightning.
 Immune to healing, life. 
 Destroyed at 0 body.","May possess PC skills, if a spirit is stored in golem, do not add character body.",Minion(Greater),Construct
LARP,Mercury Golem,25,Statue made of liquid metal.,Silver makeup.,100,None,0,Mindless,As skills.,5,Immune,Immune,Claws (Any),7,8,Silver,None.,"No metabolism.
 Healed by lightning.
 Immune to alteration, command,  flame, ice, healing, necromancy, poison, paralysis, stone, waylay.
 Phase x5.","Can only be healed by ritual or lightning.
 Immune to healing, life. 
 Destroyed at 0 body. 
 15 damage from Shatter. 
 30 damage from Destroy.","May possess PC skills, if a spirit is stored in golem, do not add character body.",Master(Greater),Construct
LARP,Mud Golem,5,Statue made of earth.,Brown makeup.,20,None,0,Mindless,As skills.,1,Entangle,None,Claws (Any),3,4,Normal,Arcane Entangle x2.,"No metabolism. 
 Healed by ice.
 Immune to alteration, command, healing, necromancy, poison, paralysis, waylay.","Can only be healed by ice or ritual. 
 Immune to healing, life. 
 Destroyed at 0 body.","May possess PC skills, if a spirit is stored in golem, do not add character body.",Lackey(Lesser),Construct
